Image 1,Image 2,Cosine Similarity
00004.tiff,00003.tiff,0.7812470319161976
00004.tiff,WIN_20240207_14_08_00_Pro.jpg,0.7463449733528841
00004.tiff,WIN_20240207_14_08_08_Pro.jpg,0.7599165467310369
00004.tiff,WIN_20240207_14_08_17_Pro.jpg,0.7550580657139545
00004.tiff,WIN_20240207_14_06_39_Pro.jpg,0.693446114180484
00004.tiff,WIN_20240207_14_07_21_Pro.jpg,0.7567335429074236
00004.tiff,00501.tiff,0.7528669217809186
00004.tiff,00504.tiff,0.7581450972398305
00004.tiff,WIN_20240207_14_08_07_Pro.jpg,0.7111685457569057
00004.tiff,WIN_20240207_14_07_47_Pro.jpg,0.6874518309183681
00004.tiff,00505.tiff,0.7704765109788858
00004.tiff,00006.tiff,0.9638089874767052
00004.tiff,00002.tiff,0.962098205490822
00004.tiff,WIN_20240207_14_08_04_Pro.jpg,0.7441356382000689
00004.tiff,WIN_20240207_14_08_03_Pro.jpg,0.7187940641504689
00004.tiff,00503.tiff,0.7609942699778678
00004.tiff,00502.tiff,0.7703588866980706
00004.tiff,WIN_20240207_14_07_44_Pro.jpg,0.6907835491547805
00004.tiff,WIN_20240207_14_07_38_Pro.jpg,0.7544496219200382
00004.tiff,WIN_20240207_14_07_28_Pro.jpg,0.7457980049820936
00004.tiff,00500.tiff,0.6719969925181959
00004.tiff,00005.tiff,0.9190909159850295
00004.tiff,WIN_20240207_14_07_34_Pro.jpg,0.7688120240913843
00004.tiff,00001.tiff,0.9852230011222385
00003.tiff,WIN_20240207_14_08_00_Pro.jpg,0.7452456503379218
00003.tiff,WIN_20240207_14_08_08_Pro.jpg,0.7185014651144751
00003.tiff,WIN_20240207_14_08_17_Pro.jpg,0.6974020526489283
00003.tiff,WIN_20240207_14_06_39_Pro.jpg,0.6739488071431528
00003.tiff,WIN_20240207_14_07_21_Pro.jpg,0.726692392012187
00003.tiff,00501.tiff,0.6930512319102098
00003.tiff,00504.tiff,0.6803776527713234
00003.tiff,WIN_20240207_14_08_07_Pro.jpg,0.7435648691964993
00003.tiff,WIN_20240207_14_07_47_Pro.jpg,0.7364967073037259
00003.tiff,00505.tiff,0.6795831010936
00003.tiff,00006.tiff,0.7883186082676573
00003.tiff,00002.tiff,0.7694677620149445
00003.tiff,WIN_20240207_14_08_04_Pro.jpg,0.7422736663972302
00003.tiff,WIN_20240207_14_08_03_Pro.jpg,0.7706968357291251
00003.tiff,00503.tiff,0.7001667231649848
00003.tiff,00502.tiff,0.7001232135447402
00003.tiff,WIN_20240207_14_07_44_Pro.jpg,0.7107669536021917
00003.tiff,WIN_20240207_14_07_38_Pro.jpg,0.7372371265973532
00003.tiff,WIN_20240207_14_07_28_Pro.jpg,0.7260417353770621
00003.tiff,00500.tiff,0.6629293376950396
00003.tiff,00005.tiff,0.8034658847114358
00003.tiff,WIN_20240207_14_07_34_Pro.jpg,0.7318990776512425
00003.tiff,00001.tiff,0.7873492482830711
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_08_08_Pro.jpg,0.9229520596560127
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_08_17_Pro.jpg,0.7798535478808668
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_06_39_Pro.jpg,0.6245010355239129
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_07_21_Pro.jpg,0.858883095311503
WIN_20240207_14_08_00_Pro.jpg,00501.tiff,0.5956077442136727
WIN_20240207_14_08_00_Pro.jpg,00504.tiff,0.6052328894851098
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_08_07_Pro.jpg,0.9505636793746425
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_07_47_Pro.jpg,0.6626355533434353
WIN_20240207_14_08_00_Pro.jpg,00505.tiff,0.5930278965843097
WIN_20240207_14_08_00_Pro.jpg,00006.tiff,0.7510493049301852
WIN_20240207_14_08_00_Pro.jpg,00002.tiff,0.7403302838469543
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_08_04_Pro.jpg,0.9335345372299514
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_08_03_Pro.jpg,0.9615871512335643
WIN_20240207_14_08_00_Pro.jpg,00503.tiff,0.6338539542036813
WIN_20240207_14_08_00_Pro.jpg,00502.tiff,0.6331470273214352
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_07_44_Pro.jpg,0.6275782698503283
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_07_38_Pro.jpg,0.7219061647750545
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.8841884543912287
WIN_20240207_14_08_00_Pro.jpg,00500.tiff,0.6336193053382131
WIN_20240207_14_08_00_Pro.jpg,00005.tiff,0.7263963873606094
WIN_20240207_14_08_00_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.8675592386298043
WIN_20240207_14_08_00_Pro.jpg,00001.tiff,0.7461159782369742
WIN_20240207_14_08_08_Pro.jpg,WIN_20240207_14_08_17_Pro.jpg,0.8476624122061329
WIN_20240207_14_08_08_Pro.jpg,WIN_20240207_14_06_39_Pro.jpg,0.6820640341466897
WIN_20240207_14_08_08_Pro.jpg,WIN_20240207_14_07_21_Pro.jpg,0.912664066515847
WIN_20240207_14_08_08_Pro.jpg,00501.tiff,0.628758384223664
WIN_20240207_14_08_08_Pro.jpg,00504.tiff,0.6370682041675969
WIN_20240207_14_08_08_Pro.jpg,WIN_20240207_14_08_07_Pro.jpg,0.9246195645161015
WIN_20240207_14_08_08_Pro.jpg,WIN_20240207_14_07_47_Pro.jpg,0.6508224919075223
WIN_20240207_14_08_08_Pro.jpg,00505.tiff,0.6261627870424528
WIN_20240207_14_08_08_Pro.jpg,00006.tiff,0.7604959494630606
WIN_20240207_14_08_08_Pro.jpg,00002.tiff,0.7702373392208743
WIN_20240207_14_08_08_Pro.jpg,WIN_20240207_14_08_04_Pro.jpg,0.9569123478321826
WIN_20240207_14_08_08_Pro.jpg,WIN_20240207_14_08_03_Pro.jpg,0.8839853185524528
WIN_20240207_14_08_08_Pro.jpg,00503.tiff,0.6546199506221637
WIN_20240207_14_08_08_Pro.jpg,00502.tiff,0.6545492980838206
WIN_20240207_14_08_08_Pro.jpg,WIN_20240207_14_07_44_Pro.jpg,0.6327955574986951
WIN_20240207_14_08_08_Pro.jpg,WIN_20240207_14_07_38_Pro.jpg,0.6839389631886341
WIN_20240207_14_08_08_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.9388301720732263
WIN_20240207_14_08_08_Pro.jpg,00500.tiff,0.6290165774071911
WIN_20240207_14_08_08_Pro.jpg,00005.tiff,0.7582368161222638
WIN_20240207_14_08_08_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.8977240041599834
WIN_20240207_14_08_08_Pro.jpg,00001.tiff,0.7617159134670899
WIN_20240207_14_08_17_Pro.jpg,WIN_20240207_14_06_39_Pro.jpg,0.726542185588667
WIN_20240207_14_08_17_Pro.jpg,WIN_20240207_14_07_21_Pro.jpg,0.9393347789868464
WIN_20240207_14_08_17_Pro.jpg,00501.tiff,0.6496339741522796
WIN_20240207_14_08_17_Pro.jpg,00504.tiff,0.6488023919225148
WIN_20240207_14_08_17_Pro.jpg,WIN_20240207_14_08_07_Pro.jpg,0.7985992834172021
WIN_20240207_14_08_17_Pro.jpg,WIN_20240207_14_07_47_Pro.jpg,0.6499833706159014
WIN_20240207_14_08_17_Pro.jpg,00505.tiff,0.660531462712912
WIN_20240207_14_08_17_Pro.jpg,00006.tiff,0.7309196036934873
WIN_20240207_14_08_17_Pro.jpg,00002.tiff,0.759277888300776
WIN_20240207_14_08_17_Pro.jpg,WIN_20240207_14_08_04_Pro.jpg,0.8438229641628687
WIN_20240207_14_08_17_Pro.jpg,WIN_20240207_14_08_03_Pro.jpg,0.7632856560725674
WIN_20240207_14_08_17_Pro.jpg,00503.tiff,0.6550001300269591
WIN_20240207_14_08_17_Pro.jpg,00502.tiff,0.6541243977239602
WIN_20240207_14_08_17_Pro.jpg,WIN_20240207_14_07_44_Pro.jpg,0.6711780206061164
WIN_20240207_14_08_17_Pro.jpg,WIN_20240207_14_07_38_Pro.jpg,0.6734878298073834
WIN_20240207_14_08_17_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.9080482538857759
WIN_20240207_14_08_17_Pro.jpg,00500.tiff,0.7019612081499251
WIN_20240207_14_08_17_Pro.jpg,00005.tiff,0.7504066776912084
WIN_20240207_14_08_17_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.8764921391324989
WIN_20240207_14_08_17_Pro.jpg,00001.tiff,0.7627925820188567
WIN_20240207_14_06_39_Pro.jpg,WIN_20240207_14_07_21_Pro.jpg,0.6976847626261702
WIN_20240207_14_06_39_Pro.jpg,00501.tiff,0.7013394717477589
WIN_20240207_14_06_39_Pro.jpg,00504.tiff,0.7062787312430758
WIN_20240207_14_06_39_Pro.jpg,WIN_20240207_14_08_07_Pro.jpg,0.5937670025326794
WIN_20240207_14_06_39_Pro.jpg,WIN_20240207_14_07_47_Pro.jpg,0.8270828203624376
WIN_20240207_14_06_39_Pro.jpg,00505.tiff,0.7135707091928317
WIN_20240207_14_06_39_Pro.jpg,00006.tiff,0.6603355197791011
WIN_20240207_14_06_39_Pro.jpg,00002.tiff,0.7239425738097162
WIN_20240207_14_06_39_Pro.jpg,WIN_20240207_14_08_04_Pro.jpg,0.6718592149690552
WIN_20240207_14_06_39_Pro.jpg,WIN_20240207_14_08_03_Pro.jpg,0.6247898653748771
WIN_20240207_14_06_39_Pro.jpg,00503.tiff,0.7258604296385724
WIN_20240207_14_06_39_Pro.jpg,00502.tiff,0.711155753587607
WIN_20240207_14_06_39_Pro.jpg,WIN_20240207_14_07_44_Pro.jpg,0.7841541119372573
WIN_20240207_14_06_39_Pro.jpg,WIN_20240207_14_07_38_Pro.jpg,0.7610472399468144
WIN_20240207_14_06_39_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.6539362652749692
WIN_20240207_14_06_39_Pro.jpg,00500.tiff,0.745709084070483
WIN_20240207_14_06_39_Pro.jpg,00005.tiff,0.6882533437605535
WIN_20240207_14_06_39_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.6742670462442771
WIN_20240207_14_06_39_Pro.jpg,00001.tiff,0.6988786067746676
WIN_20240207_14_07_21_Pro.jpg,00501.tiff,0.6502509017435122
WIN_20240207_14_07_21_Pro.jpg,00504.tiff,0.6536442037561476
WIN_20240207_14_07_21_Pro.jpg,WIN_20240207_14_08_07_Pro.jpg,0.860004758979755
WIN_20240207_14_07_21_Pro.jpg,WIN_20240207_14_07_47_Pro.jpg,0.6507623504852524
WIN_20240207_14_07_21_Pro.jpg,00505.tiff,0.6526261113270759
WIN_20240207_14_07_21_Pro.jpg,00006.tiff,0.7359608581911774
WIN_20240207_14_07_21_Pro.jpg,00002.tiff,0.7658395139893271
WIN_20240207_14_07_21_Pro.jpg,WIN_20240207_14_08_04_Pro.jpg,0.9026720946213211
WIN_20240207_14_07_21_Pro.jpg,WIN_20240207_14_08_03_Pro.jpg,0.8255108962435284
WIN_20240207_14_07_21_Pro.jpg,00503.tiff,0.6673477587362936
WIN_20240207_14_07_21_Pro.jpg,00502.tiff,0.6663864836687363
WIN_20240207_14_07_21_Pro.jpg,WIN_20240207_14_07_44_Pro.jpg,0.6387257869943592
WIN_20240207_14_07_21_Pro.jpg,WIN_20240207_14_07_38_Pro.jpg,0.6936136337764993
WIN_20240207_14_07_21_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.9387662684001887
WIN_20240207_14_07_21_Pro.jpg,00500.tiff,0.7131306869766303
WIN_20240207_14_07_21_Pro.jpg,00005.tiff,0.751569756322921
WIN_20240207_14_07_21_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.921637486965107
WIN_20240207_14_07_21_Pro.jpg,00001.tiff,0.760629157416988
00501.tiff,00504.tiff,0.9861402224823486
00501.tiff,WIN_20240207_14_08_07_Pro.jpg,0.5706629284352519
00501.tiff,WIN_20240207_14_07_47_Pro.jpg,0.6218437186931761
00501.tiff,00505.tiff,0.952764456642371
00501.tiff,00006.tiff,0.745976429849122
00501.tiff,00002.tiff,0.722714406194013
00501.tiff,WIN_20240207_14_08_04_Pro.jpg,0.5937179208199723
00501.tiff,WIN_20240207_14_08_03_Pro.jpg,0.5893562956495595
00501.tiff,00503.tiff,0.960310775612623
00501.tiff,00502.tiff,0.9657398586192123
00501.tiff,WIN_20240207_14_07_44_Pro.jpg,0.6817444230285542
00501.tiff,WIN_20240207_14_07_38_Pro.jpg,0.6749006161702241
00501.tiff,WIN_20240207_14_07_28_Pro.jpg,0.5945070131852521
00501.tiff,00500.tiff,0.7417849524597167
00501.tiff,00005.tiff,0.7154485233830115
00501.tiff,WIN_20240207_14_07_34_Pro.jpg,0.6317095127860005
00501.tiff,00001.tiff,0.7432931262009816
00504.tiff,WIN_20240207_14_08_07_Pro.jpg,0.5741081893880702
00504.tiff,WIN_20240207_14_07_47_Pro.jpg,0.6318647768747396
00504.tiff,00505.tiff,0.9661432368421028
00504.tiff,00006.tiff,0.7509565854172754
00504.tiff,00002.tiff,0.7251999395642925
00504.tiff,WIN_20240207_14_08_04_Pro.jpg,0.5977831304471564
00504.tiff,WIN_20240207_14_08_03_Pro.jpg,0.5893229240227709
00504.tiff,00503.tiff,0.9771216093350454
00504.tiff,00502.tiff,0.9812715905042596
00504.tiff,WIN_20240207_14_07_44_Pro.jpg,0.6837107012630583
00504.tiff,WIN_20240207_14_07_38_Pro.jpg,0.6881991562448331
00504.tiff,WIN_20240207_14_07_28_Pro.jpg,0.5986313672689536
00504.tiff,00500.tiff,0.7244194611442172
00504.tiff,00005.tiff,0.7138038895256562
00504.tiff,WIN_20240207_14_07_34_Pro.jpg,0.6331560650725889
00504.tiff,00001.tiff,0.7491166853025735
WIN_20240207_14_08_07_Pro.jpg,WIN_20240207_14_07_47_Pro.jpg,0.6172140373269396
WIN_20240207_14_08_07_Pro.jpg,00505.tiff,0.558431208178845
WIN_20240207_14_08_07_Pro.jpg,00006.tiff,0.7132957373646835
WIN_20240207_14_08_07_Pro.jpg,00002.tiff,0.7114751824680309
WIN_20240207_14_08_07_Pro.jpg,WIN_20240207_14_08_04_Pro.jpg,0.9569301284390753
WIN_20240207_14_08_07_Pro.jpg,WIN_20240207_14_08_03_Pro.jpg,0.9523872564644047
WIN_20240207_14_08_07_Pro.jpg,00503.tiff,0.6041921130092045
WIN_20240207_14_08_07_Pro.jpg,00502.tiff,0.6002318135612078
WIN_20240207_14_08_07_Pro.jpg,WIN_20240207_14_07_44_Pro.jpg,0.6023488150046367
WIN_20240207_14_08_07_Pro.jpg,WIN_20240207_14_07_38_Pro.jpg,0.6613806366432564
WIN_20240207_14_08_07_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.9081867089335128
WIN_20240207_14_08_07_Pro.jpg,00500.tiff,0.6290940813411059
WIN_20240207_14_08_07_Pro.jpg,00005.tiff,0.718787719095265
WIN_20240207_14_08_07_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.8518310130524392
WIN_20240207_14_08_07_Pro.jpg,00001.tiff,0.7154812832296502
WIN_20240207_14_07_47_Pro.jpg,00505.tiff,0.6375919080387773
WIN_20240207_14_07_47_Pro.jpg,00006.tiff,0.6672586462925809
WIN_20240207_14_07_47_Pro.jpg,00002.tiff,0.7068753560501198
WIN_20240207_14_07_47_Pro.jpg,WIN_20240207_14_08_04_Pro.jpg,0.6661235643387089
WIN_20240207_14_07_47_Pro.jpg,WIN_20240207_14_08_03_Pro.jpg,0.6618923096332368
WIN_20240207_14_07_47_Pro.jpg,00503.tiff,0.6617887953963362
WIN_20240207_14_07_47_Pro.jpg,00502.tiff,0.6538687615420822
WIN_20240207_14_07_47_Pro.jpg,WIN_20240207_14_07_44_Pro.jpg,0.865817995657781
WIN_20240207_14_07_47_Pro.jpg,WIN_20240207_14_07_38_Pro.jpg,0.8590302649667487
WIN_20240207_14_07_47_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.6411224064902081
WIN_20240207_14_07_47_Pro.jpg,00500.tiff,0.6832473585268422
WIN_20240207_14_07_47_Pro.jpg,00005.tiff,0.6657864676421653
WIN_20240207_14_07_47_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.6438569416512117
WIN_20240207_14_07_47_Pro.jpg,00001.tiff,0.6882275422844224
00505.tiff,00006.tiff,0.7504166928638571
00505.tiff,00002.tiff,0.7438127569276576
00505.tiff,WIN_20240207_14_08_04_Pro.jpg,0.5904588298111771
00505.tiff,WIN_20240207_14_08_03_Pro.jpg,0.5729586942771117
00505.tiff,00503.tiff,0.9482077911537307
00505.tiff,00502.tiff,0.9574340784663522
00505.tiff,WIN_20240207_14_07_44_Pro.jpg,0.6969197887226536
00505.tiff,WIN_20240207_14_07_38_Pro.jpg,0.6779876038066113
00505.tiff,WIN_20240207_14_07_28_Pro.jpg,0.5965471055222538
00505.tiff,00500.tiff,0.7146497121959714
00505.tiff,00005.tiff,0.7259843790474874
00505.tiff,WIN_20240207_14_07_34_Pro.jpg,0.6347595270059376
00505.tiff,00001.tiff,0.7701121809925481
00006.tiff,00002.tiff,0.9142456163228907
00006.tiff,WIN_20240207_14_08_04_Pro.jpg,0.7395255695920606
00006.tiff,WIN_20240207_14_08_03_Pro.jpg,0.7297243759563835
00006.tiff,00503.tiff,0.7525522646555427
00006.tiff,00502.tiff,0.7606640520486044
00006.tiff,WIN_20240207_14_07_44_Pro.jpg,0.6988986655752359
00006.tiff,WIN_20240207_14_07_38_Pro.jpg,0.7348229331063951
00006.tiff,WIN_20240207_14_07_28_Pro.jpg,0.7494457620618811
00006.tiff,00500.tiff,0.6474896004186526
00006.tiff,00005.tiff,0.9098923711584528
00006.tiff,WIN_20240207_14_07_34_Pro.jpg,0.7506768209825945
00006.tiff,00001.tiff,0.9526640661177816
00002.tiff,WIN_20240207_14_08_04_Pro.jpg,0.7578084682703183
00002.tiff,WIN_20240207_14_08_03_Pro.jpg,0.7068731885101491
00002.tiff,00503.tiff,0.7322905289025451
00002.tiff,00502.tiff,0.7452146484915374
00002.tiff,WIN_20240207_14_07_44_Pro.jpg,0.6678473338421229
00002.tiff,WIN_20240207_14_07_38_Pro.jpg,0.7585608459982495
00002.tiff,WIN_20240207_14_07_28_Pro.jpg,0.7555275615042862
00002.tiff,00500.tiff,0.6697686840207532
00002.tiff,00005.tiff,0.9217401779405464
00002.tiff,WIN_20240207_14_07_34_Pro.jpg,0.7747309056207293
00002.tiff,00001.tiff,0.9715110860366722
WIN_20240207_14_08_04_Pro.jpg,WIN_20240207_14_08_03_Pro.jpg,0.9163707175731169
WIN_20240207_14_08_04_Pro.jpg,00503.tiff,0.6287615582646846
WIN_20240207_14_08_04_Pro.jpg,00502.tiff,0.6265430353175029
WIN_20240207_14_08_04_Pro.jpg,WIN_20240207_14_07_44_Pro.jpg,0.647032144597893
WIN_20240207_14_08_04_Pro.jpg,WIN_20240207_14_07_38_Pro.jpg,0.7004052500362448
WIN_20240207_14_08_04_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.9314708790709814
WIN_20240207_14_08_04_Pro.jpg,00500.tiff,0.6491182848888063
WIN_20240207_14_08_04_Pro.jpg,00005.tiff,0.7574632818394375
WIN_20240207_14_08_04_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.8782500635984647
WIN_20240207_14_08_04_Pro.jpg,00001.tiff,0.7486119450036636
WIN_20240207_14_08_03_Pro.jpg,00503.tiff,0.616373988268215
WIN_20240207_14_08_03_Pro.jpg,00502.tiff,0.6132383759584892
WIN_20240207_14_08_03_Pro.jpg,WIN_20240207_14_07_44_Pro.jpg,0.6549867220872758
WIN_20240207_14_08_03_Pro.jpg,WIN_20240207_14_07_38_Pro.jpg,0.7025540335612513
WIN_20240207_14_08_03_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.8639095641341257
WIN_20240207_14_08_03_Pro.jpg,00500.tiff,0.6568964667678768
WIN_20240207_14_08_03_Pro.jpg,00005.tiff,0.7128484336696199
WIN_20240207_14_08_03_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.8187371403443183
WIN_20240207_14_08_03_Pro.jpg,00001.tiff,0.7206579719109796
00503.tiff,00502.tiff,0.9906460778000482
00503.tiff,WIN_20240207_14_07_44_Pro.jpg,0.702891253455113
00503.tiff,WIN_20240207_14_07_38_Pro.jpg,0.7207886893368178
00503.tiff,WIN_20240207_14_07_28_Pro.jpg,0.6201661730143164
00503.tiff,00500.tiff,0.7389975098149586
00503.tiff,00005.tiff,0.7209832947802026
00503.tiff,WIN_20240207_14_07_34_Pro.jpg,0.6570919390017356
00503.tiff,00001.tiff,0.7603516398903793
00502.tiff,WIN_20240207_14_07_44_Pro.jpg,0.6936501906849284
00502.tiff,WIN_20240207_14_07_38_Pro.jpg,0.7108852579334688
00502.tiff,WIN_20240207_14_07_28_Pro.jpg,0.6214859056314032
00502.tiff,00500.tiff,0.7313185410280938
00502.tiff,00005.tiff,0.7323352187556507
00502.tiff,WIN_20240207_14_07_34_Pro.jpg,0.656455304364383
00502.tiff,00001.tiff,0.7695534209815591
WIN_20240207_14_07_44_Pro.jpg,WIN_20240207_14_07_38_Pro.jpg,0.8456965301828556
WIN_20240207_14_07_44_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.6358341513618451
WIN_20240207_14_07_44_Pro.jpg,00500.tiff,0.7243477198778698
WIN_20240207_14_07_44_Pro.jpg,00005.tiff,0.677017345234963
WIN_20240207_14_07_44_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.6208458157504255
WIN_20240207_14_07_44_Pro.jpg,00001.tiff,0.699454692853752
WIN_20240207_14_07_38_Pro.jpg,WIN_20240207_14_07_28_Pro.jpg,0.6801969307218783
WIN_20240207_14_07_38_Pro.jpg,00500.tiff,0.743885096253978
WIN_20240207_14_07_38_Pro.jpg,00005.tiff,0.731070415131623
WIN_20240207_14_07_38_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.7073614791403932
WIN_20240207_14_07_38_Pro.jpg,00001.tiff,0.7625012223484153
WIN_20240207_14_07_28_Pro.jpg,00500.tiff,0.6659240225508731
WIN_20240207_14_07_28_Pro.jpg,00005.tiff,0.7594287872655799
WIN_20240207_14_07_28_Pro.jpg,WIN_20240207_14_07_34_Pro.jpg,0.9272733429118879
WIN_20240207_14_07_28_Pro.jpg,00001.tiff,0.7553193911015234
00500.tiff,00005.tiff,0.6844420065621455
00500.tiff,WIN_20240207_14_07_34_Pro.jpg,0.6798027734333647
00500.tiff,00001.tiff,0.6819524260767371
00005.tiff,WIN_20240207_14_07_34_Pro.jpg,0.75274586913615
00005.tiff,00001.tiff,0.9321676895636231
WIN_20240207_14_07_34_Pro.jpg,00001.tiff,0.7749829146021021
